Track n,Slice n,X,Y,TGF
1,1,779.6375849,339.3006266,P
1,2,774.370862,333.7573918,P
1,3,777.3257362,332.9819774,P
1,4,774.9422712,330.4904152,P
1,5,778.229465,317.6696875,P
1,6,780.360239,317.7034515,P
1,7,780.8368126,316.0043277,P
1,8,779.2687506,307.1389392,P
1,9,773.0950006,308.7065291,P
1,10,778.0890634,310.8779002,P
1,11,784.4649093,298.3339696,P
1,12,780.3045981,280.8030314,P
1,13,772.0292384,257.2831595,P
1,14,778.1750878,259.1758402,P
1,15,779.6095343,251.2084594,P
1,16,787.6395984,240.9365556,P
1,17,789.4166729,245.5988008,P
1,18,788.3146224,244.7570323,P
1,19,789.1191178,245.4160192,P
1,20,781.9293878,241.317428,P
1,21,783.1480842,247.4915547,P
1,22,785.98802,237.7228949,P
1,23,791.9201565,245.884062,P
1,24,781.3586263,238.6039791,P
1,25,785.6581542,247.5287581,P
1,26,782.406354,261.7346712,P
1,27,781.9285379,286.8114638,P
1,28,783.2707231,286.5600884,P
1,29,783.9553285,277.3511096,P
1,30,782.1437155,268.0106041,P
1,31,781.0314398,260.4080025,P
1,32,785.3401088,264.4821621,P
1,33,771.9762516,266.848575,P
1,34,776.2089724,270.5510326,P
1,35,779.6165805,268.9659436,P
1,36,778.8348886,262.0567643,P
1,37,782.6725408,263.850517,P
1,38,787.2650786,254.58102,P
1,39,782.5437966,249.2678448,P
1,40,779.7180548,247.4021707,P
1,41,782.5507365,247.5560743,P
1,42,778.5043368,239.1266615,P
1,43,780.5977093,243.4640911,P
1,44,781.4302448,241.9474358,P
1,45,772.8088648,245.1255402,P
1,46,769.692766,248.7334834,P
1,47,776.1263257,247.7733222,P
1,48,778.6296946,252.1253617,P
1,49,777.8388519,245.7965343,P
1,50,780.6197385,236.9434712,P
1,51,780.8052021,232.7886525,P
1,52,783.1155509,231.9829012,P
1,53,777.269121,222.5759843,P
1,54,780.1326656,229.5924003,P
1,55,775.9670833,221.3760742,P
1,56,779.6969511,222.0660454,P
1,57,780.9027204,222.8725391,P
1,58,779.9332273,217.9258211,P
1,59,779.7851946,213.0613995,P
1,60,778.9828983,210.3107876,P
1,61,780.4769591,205.3492396,P
1,62,778.5420398,200.3606364,P
1,63,782.17545,196.648395,P
1,64,777.8919909,194.3925,P
1,65,781.1401381,195.2018241,P
1,66,778.5342875,193.0846135,P
1,67,780.8466428,191.1129259,P
1,68,779.4061856,191.6446327,P
1,69,779.9295963,185.2014426,P
1,70,785.0066535,184.7642635,P
1,71,783.779649,175.2871663,P
1,72,783.7591098,177.073521,P
1,73,783.971054,170.4191272,P
1,74,787.1746219,185.2019305,P
1,75,790.5213315,184.1370034,P
1,76,780.2698656,177.0710415,P
1,77,783.1100311,178.3980832,P
1,78,783.6508807,171.1673852,P
1,79,790.0077962,167.0397737,P
1,80,785.8583536,170.7081664,P
1,81,779.1008962,177.5814009,P
1,82,789.3182618,185.4629176,P
1,83,791.4922121,180.4140917,P
1,84,790.4921181,184.1984995,P
1,85,788.0911866,180.7697766,P
1,86,779.2280176,183.4685205,P
1,87,781.1937958,186.414632,P
1,88,781.017813,184.2721658,P
1,89,783.08882,174.1623157,P
1,90,787.988388,173.1148031,P
1,91,797.9977388,183.0265345,P
1,92,793.2641358,172.369568,P
1,93,784.7500724,170.0466498,P
1,94,784.450852,168.0204434,P
1,95,782.7038706,169.5806704,P
1,96,787.4605341,165.1125744,P
1,97,787.0740636,159.4661037,P
2,1,780.9622618,339.3437485,P
2,2,777.529422,332.5455363,P
2,3,773.9474763,334.4613567,P
2,4,778.8048021,325.8076298,P
2,5,779.0781959,324.7626585,P
2,6,776.2632285,314.2878881,P
2,7,779.8768685,314.1868893,P
2,8,774.6348075,305.0876198,P
2,9,775.645867,304.59683,P
2,10,781.3147956,303.5816675,P
2,11,780.3328118,298.0142229,P
2,12,773.4353871,275.5177733,P
2,13,774.2536284,265.0056329,P
2,14,775.5476198,256.0909022,P
2,15,782.6507273,251.2222855,P
2,16,786.0021035,246.4625769,P
2,17,786.1909805,237.9321667,P
2,18,785.0203084,247.2709869,P
2,19,791.7855922,251.4609958,P
2,20,784.1766391,249.2116406,P
2,21,785.8681198,246.2361773,P
2,22,784.5919978,236.3570749,P
2,23,786.0802807,237.5614023,P
