Track n,Slice n,X,Y,TGF
1,1,783.8868908,339.7565125,P
1,2,779.3402554,331.7045297,P
1,3,776.7698689,331.2284105,P
1,4,774.3962607,328.5855696,P
1,5,774.7071859,318.9974151,P
1,6,777.4751316,317.7984601,P
1,7,781.2347245,313.7581345,P
1,8,781.5937624,302.5137993,P
1,9,773.9424361,307.6888954,P
1,10,778.2843719,308.9419165,P
1,11,789.1060967,299.1546931,P
1,12,782.7043305,280.4558201,P
1,13,772.0110417,257.5413681,P
1,14,779.5599554,257.968414,P
1,15,780.0649055,250.8525,P
1,16,788.9610044,245.4644554,P
1,17,791.7907432,242.5382378,P
1,18,785.5915917,243.8675759,P
1,19,788.9895498,243.6768742,P
1,20,788.7907354,244.8175857,P
1,21,783.1661076,241.8961495,P
1,22,782.0179468,238.0760428,P
1,23,790.797528,243.5039547,P
1,24,786.09583,240.7811326,P
1,25,785.5873993,250.011681,P
1,26,786.9124786,259.0460887,P
1,27,784.8194566,289.1177973,P
1,28,782.9146598,279.9607716,P
1,29,780.7769258,281.5319605,P
1,30,783.6604638,271.2574691,P
1,31,785.9018575,265.3366744,P
1,32,779.1511117,269.9234093,P
1,33,774.8114219,260.3882419,P
1,34,775.56944,264.7894536,P
1,35,783.1414718,272.3607444,P
1,36,776.7267985,267.2723424,P
1,37,782.2148707,262.2562535,P
1,38,783.7001911,257.237682,P
1,39,781.4678646,251.6223019,P
1,40,780.8322738,247.9583688,P
1,41,778.2430696,243.1185495,P
1,42,780.1008043,240.6560344,P
1,43,781.6391078,247.141792,P
1,44,778.0971438,239.5442335,P
1,45,773.8071626,247.1220376,P
1,46,775.671679,248.2730603,P
1,47,775.7252262,250.5172857,P
1,48,776.3873242,252.738632,P
1,49,780.3796331,245.0160519,P
1,50,784.0456827,232.3391795,P
1,51,775.8471032,233.5118697,P
1,52,780.2255688,229.0385342,P
1,53,777.0108001,226.2702259,P
1,54,779.9752232,222.7032468,P
1,55,779.6463379,223.4635502,P
1,56,782.4835247,222.1225374,P
1,57,781.6417366,221.409483,P
1,58,776.8430983,220.5202136,P
1,59,776.9550487,211.4736669,P
1,60,781.0248995,205.5355027,P
1,61,777.3850077,206.102232,P
