Track n,Slice n,X,Y,TGF
1,1,781.1943905,340.7075889,P
1,2,775.3016888,331.9768257,P
1,3,778.1036599,332.891799,P
1,4,780.1479772,332.4294906,P
1,5,779.7589978,319.298441,P
1,6,781.6335664,319.6222687,P
1,7,778.549448,311.7730203,P
1,8,778.1971767,307.0814901,P
1,9,774.6266714,304.07488,P
1,10,770.4021727,311.429016,P
1,11,784.4524141,296.3387439,P
1,12,779.8522186,277.9216057,P
1,13,773.5785543,257.6377105,P
1,14,777.0185302,260.1132536,P
1,15,780.2234487,252.8962057,P
1,16,784.9324685,243.5374657,P
1,17,788.063929,245.9019369,P
1,18,793.449706,246.0764123,P
1,19,785.3921215,245.9475316,P
1,20,784.5382836,241.7205922,P
1,21,782.5958291,245.8487493,P
1,22,783.1311916,237.7153726,P
1,23,786.4437167,246.6399009,P
1,24,780.8469285,244.6158667,P
1,25,788.7039472,247.5722454,P
1,26,781.8859417,257.8704736,P
1,27,785.1741989,283.831232,P
1,28,784.1063614,280.834347,P
1,29,784.5882727,278.8660404,P
1,30,786.0010891,271.5991031,P
1,31,782.59863,257.940064,P
1,32,781.9607465,265.7770942,P
1,33,775.8028325,259.842252,P
1,34,777.225603,265.614318,P
1,35,779.2255155,270.0413279,P
1,36,776.8980741,259.6227104,P
1,37,781.0524507,259.775925,P
1,38,787.4892557,257.0252332,P
1,39,780.1872193,247.5001821,P
1,40,778.5646011,247.8871513,P
1,41,779.5345284,243.5150465,P
1,42,780.3092176,244.9219278,P
1,43,779.5832871,243.1081354,P
1,44,778.5418138,244.7397184,P
1,45,777.9056884,247.8665114,P
1,46,771.7309486,249.3600782,P
1,47,775.5843479,248.8565506,P
1,48,777.6535635,247.6153647,P
1,49,779.9227884,249.1610666,P
1,50,779.4564361,233.4079437,P
1,51,782.7608624,231.5498136,P
1,52,783.44287,235.1802035,P
1,53,778.200024,224.8532429,P
1,54,775.6579535,225.9099336,P
1,55,778.308656,221.941928,P
1,56,776.7848861,225.009191,P
1,57,783.3390693,223.7301096,P
1,58,781.516298,216.7643428,P
1,59,777.3155506,215.5097515,P
1,60,776.3271779,206.7214046,P
1,61,778.6333388,209.4412504,P
1,62,781.7369393,201.4978946,P
1,63,779.2402973,197.5811978,P
1,64,775.3009018,195.4910326,P
1,65,781.7377043,193.9116127,P
1,66,782.7730651,190.2478941,P
1,67,779.0947401,190.9367822,P
1,68,782.5280725,187.93782,P
1,69,780.9592425,184.1319117,P
1,70,783.4455604,186.6287883,P
1,71,784.5425106,178.306024,P
1,72,784.1565554,175.9583359,P
1,73,786.6364036,173.7570005,P
1,74,783.8306601,181.7936293,P
1,75,785.0101567,178.8501457,P
1,76,785.3429644,178.4876838,P
1,77,784.6226874,178.8653486,P
1,78,783.924759,171.2437783,P
1,79,792.4132656,166.802948,P
1,80,785.1489742,176.4143992,P
1,81,785.5862075,184.9816455,P
1,82,784.9931202,185.9656946,P
1,83,785.2230282,178.8361297,P
1,84,792.1316972,179.7707135,P
1,85,787.5273417,179.5520415,P
1,86,787.2752742,185.1471987,P
1,87,784.0123008,183.8918193,P
1,88,780.8031251,188.1714622,P
1,89,780.5161534,176.038124,P
1,90,784.9357016,176.3461889,P
1,91,789.2164733,181.0187387,P
1,92,793.4443468,172.4194151,P
1,93,786.3815779,167.3574929,P
1,94,785.6578694,170.404479,P
1,95,783.28353,168.0560381,P
1,96,791.0551192,167.213997,P
1,97,787.0384844,159.6868364,P
2,1,776.8505681,346.4766459,P
2,2,778.3593614,334.4013865,P
2,3,777.2397583,330.6317117,P
2,4,779.6138507,320.7553779,P
2,5,774.7753646,322.8750285,P
2,6,777.0084734,316.9778511,P
2,7,775.3083889,315.4655445,P
2,8,776.4563671,304.1262517,P
2,9,778.3643879,304.0757367,P
2,10,780.8852342,303.8517424,P
2,11,783.6632646,297.9949449,P
2,12,775.4078276,278.374317,P
2,13,773.7786879,263.7843815,P
2,14,777.5922226,259.575641,P
2,15,784.4255569,253.4001782,P
2,16,783.0664364,244.2200784,P
2,17,789.4423545,239.800819,P
2,18,789.9562683,242.2484601,P
2,19,788.113768,250.9364375,P
2,20,785.0114169,245.5639966,P
2,21,784.3061776,245.7312654,P
2,22,786.3737822,239.6664757,P
2,23,784.5767382,239.2097373,P
2,24,785.0614877,241.9657902,P
2,25,784.6699376,247.3838312,P
2,26,785.9246044,261.184869,P
2,27,786.8471532,267.0460007,P
2,28,780.3941307,285.4199677,P
2,29,784.3590775,271.9553413,P
2,30,783.4571568,268.0971347,P
2,31,783.9817755,262.234225,P
2,32,776.0836851,262.8401382,P
2,33,771.9373472,266.52007,P
2,34,779.6584348,267.6413966,P
2,35,775.9782622,267.1478048,P
2,36,782.0478252,263.4990934,P
2,37,777.8747293,263.1592646,P
2,38,782.664069,255.8246988,P
2,39,778.0168714,248.5776449,P
2,40,781.2690574,248.4909223,P
2,41,780.7424357,246.6089229,P
2,42,781.7324932,243.7613948,P
2,43,779.9020989,252.6240462,P
2,44,776.3938882,250.5591018,P
2,45,770.5391856,242.7207967,P
2,46,783.3870761,252.0359195,P
2,47,786.7416867,251.7794474,P
2,48,779.9402471,244.13865,P
2,49,783.8128036,244.9179637,P
2,50,777.99437,233.3933289,P
2,51,779.2488575,232.8916474,P
2,52,777.8331635,231.3934743,P
2,53,776.4282162,234.7053871,P
2,54,781.764475,224.1979637,P
2,55,775.2086616,219.8614622,P
2,56,782.1359749,219.7408862,P
2,57,778.2840965,217.9072748,P
2,58,778.8839774,211.9873425,P
2,59,779.0522737,213.1802961,P
2,60,777.5517736,207.1588687,P
2,61,777.3360766,202.186532,P
2,62,783.8802413,204.5201638,P
2,63,778.6937813,205.0359089,P
2,64,777.6396235,196.6470613,P
2,65,776.1910859,195.0924506,P
2,66,778.226211,191.0345782,P
2,67,778.8926658,186.5426926,P
2,68,780.0984282,186.1920665,P
2,69,779.6573516,184.1451789,P
2,70,782.6282884,180.8896413,P
2,71,787.3820751,185.5558176,P
2,72,789.5973995,188.7854026,P
2,73,789.0879128,175.3405969,P
2,74,788.5176387,179.3712542,P
2,75,786.2564714,183.7922385,P
2,76,784.1407959,185.3550994,P
2,77,785.3084662,175.11673,P
2,78,788.3948754,168.0003172,P
2,79,786.4311767,171.7868687,P
2,80,790.877152,170.520387,P
2,81,781.768106,188.4687359,P
2,82,782.6094619,187.4516279,P
2,83,786.9694338,188.9140738,P
2,84,790.2402689,181.3695039,P
2,85,792.6028361,175.8519115,P
2,86,782.9921922,183.3269125,P
2,87,783.8744671,184.4469152,P
2,88,784.0505567,179.2204767,P
2,89,784.7581745,188.7022469,P
2,90,781.8432658,190.2205332,P
2,91,780.2051346,192.7366956,P
2,92,790.0501349,195.913568,P
2,93,786.1084399,181.6547882,P
2,94,787.4797613,189.798638,P
2,95,791.1190978,186.7255418,P
2,96,789.0348159,191.3562101,P
2,97,792.7584422,184.0171794,P
3,1,774.9022986,346.2803759,P
3,2,778.5389796,332.264951,P
3,3,782.6168642,327.037827,P
3,4,779.2913048,328.8107715,P
3,5,777.1457665,319.7815001,P
3,6,776.5100891,322.0771979,P
3,7,783.0366724,307.3323701,P
3,8,780.2099192,304.0214782,P
3,9,781.3445338,301.4638732,P
3,10,780.6882665,307.6488051,P
3,11,779.1557049,299.9451486,P
3,12,769.9184455,272.5990299,P
3,13,774.6952554,266.8550362,P
3,14,774.7400703,254.8189265,P
3,15,775.9362604,254.4246382,P
3,16,777.4297747,255.2519008,P
3,17,777.8976063,253.2226841,P
3,18,784.1905962,262.2618189,P
3,19,780.5160112,264.8072926,P
3,20,778.6800749,265.0875585,P
3,21,778.9917384,263.3519602,P
3,22,780.7061538,259.997772,P
3,23,781.2506352,257.617643,P
3,24,782.3128639,259.9463503,P
3,25,782.1946971,252.5532102,P
3,26,788.6087879,256.8181173,P
3,27,779.8895535,276.251611,P
3,28,781.0831802,285.5714348,P
3,29,781.4844661,274.6949264,P
3,30,780.3769651,271.8773304,P
3,31,785.154384,265.2182828,P
3,32,783.3046876,266.6036962,P
3,33,788.0357779,278.9784662,P
3,34,789.2550559,290.2488059,P
3,35,784.3937366,298.286265,P
3,36,782.5621037,292.9283408,P
3,37,785.6363601,290.7045517,P
3,38,784.6689834,297.5042208,P
3,39,779.7025317,290.5891709,P
3,40,781.4799781,281.5685125,P
3,41,786.1108739,288.511181,P
3,42,780.2171209,287.5263419,P
3,43,782.0409931,299.822949,P
3,44,779.5580428,296.23323,P
3,45,782.8892091,290.7086349,P
3,46,783.5749924,288.8495891,P
3,47,783.4463084,296.1196693,P
3,48,784.7669537,284.3992372,P
3,49,781.5069567,277.0492908,P
3,50,785.1460425,277.7996353,P
3,51,789.4489009,274.4654768,P
3,52,786.3852274,268.8781034,P
3,53,786.3527473,275.6372026,P
3,54,780.1051062,268.3254687,P
3,55,780.8999403,264.2150281,P
3,56,785.6070975,265.0311279,P
3,57,786.7495089,261.030884,P
3,58,784.8716867,265.0164694,P
3,59,781.5050248,259.5242607,P
3,60,780.5439439,254.2457397,P
3,61,788.7713391,252.9808723,P
3,62,786.2076246,258.1479616,P
3,63,785.7304573,258.6373742,P
3,64,782.88789,254.1274912,P
3,65,788.6166697,251.4911101,P
3,66,793.1008118,240.2251611,P
3,67,791.9432252,240.8540003,P
3,68,784.6791997,238.312421,P
3,69,788.5912014,227.1683464,P
3,70,791.3680855,234.3463065,P
3,71,793.3410196,232.4964912,P
3,72,793.3992343,236.8954407,P
3,73,789.7004815,234.4093438,P
3,74,791.7096454,222.7031871,P
3,75,786.8586649,221.9472578,P
3,76,783.8690881,222.3479797,P
3,77,788.2377912,222.6735408,P
3,78,788.9181329,212.9920703,P
3,79,787.825371,211.5625615,P
3,80,795.8349464,207.8946817,P
3,81,793.4109906,205.8905984,P
3,82,787.7477774,206.697492,P
3,83,788.3992657,213.6769013,P
3,84,789.098792,213.1027638,P
