Track n,Slice n,X,Y,TGF
1,1,781.2365768,342.3003706,P
1,2,779.9675525,328.7971893,P
1,3,778.7522245,330.7694446,P
1,4,776.6561676,329.3447602,P
1,5,776.3114284,318.0439507,P
1,6,779.1050579,318.1280262,P
1,7,779.1306444,313.2100372,P
1,8,781.104077,308.0951999,P
1,9,774.6641157,306.6132871,P
1,10,778.2327557,311.9992974,P
1,11,782.7695337,297.5971675,P
1,12,780.4231953,281.9935129,P
1,13,771.7435912,257.3901716,P
1,14,779.1652994,259.3989783,P
1,15,778.1953435,251.658779,P
1,16,788.8477061,242.6769344,P
1,17,789.026133,246.4990739,P
1,18,788.0687376,247.4968167,P
1,19,787.3945661,242.573498,P
1,20,784.027918,242.272047,P
1,21,786.6234076,246.5799032,P
1,22,784.8872187,237.8107004,P
1,23,785.805271,245.7831877,P
1,24,785.8102253,241.6236665,P
1,25,785.8751839,247.4152129,P
1,26,784.31384,258.2214448,P
1,27,784.2976744,285.3805428,P
1,28,784.5543001,282.1507904,P
1,29,784.4135089,279.7377672,P
1,30,783.3086747,269.2533164,P
1,31,785.6068208,263.24518,P
1,32,782.632174,265.6815631,P
1,33,774.2443275,261.7542519,P
1,34,774.8418435,266.7572049,P
1,35,781.4482341,271.6649676,P
1,36,779.1748094,260.1006217,P
1,37,780.3903482,259.2652805,P
1,38,785.1098311,255.8534492,P
1,39,781.8228785,249.2054427,P
1,40,781.0813183,248.8018794,P
1,41,781.1410975,243.7611373,P
1,42,778.1145191,242.9387855,P
1,43,778.7338591,242.615224,P
1,44,779.5625024,241.7169738,P
1,45,776.0323141,249.086354,P
1,46,774.415005,250.6560608,P
1,47,776.4259667,249.6200533,P
1,48,779.6671377,252.0164183,P
1,49,778.5531318,247.6490007,P
1,50,779.1401496,235.4371159,P
1,51,780.2618089,230.9230373,P
1,52,780.0893421,231.1910211,P
1,53,778.7243814,226.1087256,P
1,54,779.9429124,224.3693963,P
1,55,777.0610471,222.9598261,P
1,56,782.1158574,220.8172042,P
1,57,780.7850436,222.9661335,P
1,58,780.1836415,217.32601,P
1,59,778.0585083,214.4033667,P
1,60,779.5592425,205.4759245,P
1,61,776.9891226,206.1751914,P
1,62,780.471634,200.4066623,P
1,63,779.3619931,198.3292396,P
1,64,774.6099101,196.945741,P
1,65,780.1944763,193.8807151,P
1,66,781.2975002,191.5269331,P
1,67,780.7201016,190.766307,P
1,68,781.1928645,189.6339937,P
1,69,783.8266841,184.5261827,P
1,70,784.2845214,185.2781655,P
1,71,783.4598381,177.6611548,P
1,72,783.9572652,177.392538,P
1,73,782.8127555,172.5797625,P
1,74,786.3746479,181.7638348,P
1,75,786.9148234,181.9612851,P
1,76,784.0894922,176.9319021,P
1,77,786.3817206,180.1216603,P
1,78,784.6236599,170.9598464,P
1,79,789.0950545,169.2567402,P
1,80,783.7538591,172.8865036,P
1,81,783.0767965,184.2403275,P
1,82,788.6114932,188.3186802,P
1,83,788.3336076,183.1569907,P
1,84,791.6461372,181.0740256,P
1,85,789.4269225,181.704465,P
1,86,782.6163613,183.577958,P
1,87,782.0629772,184.8364728,P
1,88,780.0407807,187.5909454,P
1,89,781.047118,178.0434573,P
1,90,784.0974037,174.6415903,P
1,91,792.1988066,179.5046878,P
1,92,790.8499549,170.1968028,P
1,93,785.3336932,170.474605,P
1,94,784.7962177,169.7949483,P
1,95,783.2527241,169.01939,P
1,96,790.6738099,165.985465,P
1,97,784.4288071,162.5372975,P
2,1,779.372356,343.2959232,P
2,2,775.9309277,332.5205758,P
2,3,776.1999404,334.1648271,P
2,4,777.771831,324.3587797,P
2,5,778.3418918,323.9874419,P
2,6,777.9665431,315.3014486,P
2,7,777.9132274,314.5912087,P
2,8,775.5432737,308.5450103,P
2,9,777.1010747,302.6776114,P
2,10,782.2088654,303.099234,P
2,11,780.4895488,296.5063715,P
2,12,772.8426952,276.9759836,P
2,13,773.1684413,263.0484496,P
2,14,779.7103128,256.0456653,P
2,15,782.8505626,250.7571203,P
